City,Date,Season,Team1,Team2,Venue,TossWinner,TossDecision,WinningTeam,method,Umpire1,Umpire2,players_team1,players_team2,Total_Team1_Performance_score,Total_Team2_Performance_score
Rajkot,2017-04-14,2017,Gujarat Lions,Rising Pune Supergiant,Saurashtra Cricket Association Stadium,Gujarat Lions,field,Gujarat Lions,,A Nand Kishore,S Ravi,"['Brendon Mccullum', 'Aaron Finch', 'Suresh Raina', 'Dinesh Karthik', 'Dwayne Smith', 'Ishan Kishan', 'Ravindra Jadeja', 'Andrew Tye', 'Praveen Kumar', 'Basil Thampi', 'Shadab Jakati']","['Ajinkya Rahane', 'Manoj Tiwary', 'Steve Smith', 'Ben Stokes', 'Ms Dhoni', 'Rahul Tripathi', 'Ankit Sharma', 'Lockie Ferguson', 'Rahul Chahar', 'Imran Tahir', 'Shardul Thakur']",2.555009208632007,2.6716122359467116
Bangalore,2017-04-14,2017,Royal Challengers Bangalore,Mumbai Indians,M Chinnaswamy Stadium,Mumbai Indians,field,Mumbai Indians,,KN Ananthapadmanabhan,AK Chaudhary,"['Virat Kohli', 'Chris Gayle', 'Ab De Villiers', 'Kedar Jadhav', 'Mandeep Singh', 'Stuart Binny', 'Pawan Negi', 'Tymal Mills', 'Sreenath Aravind', 'Yuzvendra Chahal', 'Samuel Badree']","['Nitish Rana', 'Parthiv Patel', 'Jos Buttler', 'Kieron Pollard', 'Rohit Sharma', 'Hardik Pandya', 'Harbhajan Singh', 'Krunal Pandya', 'Jasprit Bumrah', 'Tim Southee', 'Mitchell Mcclenaghan']",2.5562542667097947,2.725308837240166
Delhi,2017-04-15,2017,Delhi Daredevils,Kings XI Punjab,Feroz Shah Kotla,Delhi Daredevils,bat,Delhi Daredevils,,YC Barde,Nitin Menon,"['Shreyas Iyer', 'Sam Billings', 'Sanju Samson', 'Karun Nair', 'Rishabh Pant', 'Chris Morris', 'Corey Anderson', 'Pat Cummins', 'Amit Mishra', 'Zaheer Khan', 'Shahbaz Nadeem']","['Hashim Amla', 'Manan Vohra', 'Glenn Maxwell', 'David Miller', 'Eoin Morgan', 'Wriddhiman Saha', 'Axar Patel', 'Kc Cariappa', 'Mohit Sharma', 'Varun Aaron', 'Sandeep Sharma']",2.411168290238314,2.189856151534609
Kolkata,2017-04-15,2017,Kolkata Knight Riders,Sunrisers Hyderabad,Eden Gardens,Sunrisers Hyderabad,field,Kolkata Knight Riders,,AY Dandekar,NJ Llong,"['Gautam Gambhir', 'Robin Uthappa', 'Manish Pandey', 'Yusuf Pathan', 'Suryakumar Yadav', 'Colin De Grandhomme', 'Chris Woakes', 'Sunil Narine', 'Kuldeep Yadav', 'Umesh Yadav', 'Trent Boult']","['David Warner', 'Shikhar Dhawan', 'Moises Henriques', 'Yuvraj Singh', 'Deepak Hooda', 'Ben Cutting', 'Naman Ojha', 'Bhuvneshwar Kumar', 'Bipul Sharma', 'Rashid Khan', 'Ashish Nehra']",2.553218131212299,2.8884865139822544
Mumbai,2017-04-16,2017,Mumbai Indians,Gujarat Lions,Wankhede Stadium,Mumbai Indians,field,Mumbai Indians,,A Nand Kishore,S Ravi,"['Parthiv Patel', 'Jos Buttler', 'Rohit Sharma', 'Nitish Rana', 'Kieron Pollard', 'Krunal Pandya', 'Hardik Pandya', 'Harbhajan Singh', 'Mitchell Mcclenaghan', 'Jasprit Bumrah', 'Lasith Malinga']","['Jason Roy', 'Brendon Mccullum', 'Dwayne Smith', 'Suresh Raina', 'Dinesh Karthik', 'Ishan Kishan', 'Ravindra Jadeja', 'Praveen Kumar', 'Basil Thampi', 'Andrew Tye', 'Munaf Patel']",2.809413517057752,2.3888603975172393
Bangalore,2017-04-16,2017,Royal Challengers Bangalore,Rising Pune Supergiant,M Chinnaswamy Stadium,Royal Challengers Bangalore,field,Rising Pune Supergiant,,KN Ananthapadmanabhan,C Shamshuddin,"['Virat Kohli', 'Mandeep Singh', 'Ab De Villiers', 'Kedar Jadhav', 'Shane Watson', 'Stuart Binny', 'Pawan Negi', 'Adam Milne', 'Sreenath Aravind', 'Yuzvendra Chahal', 'Samuel Badree']","['Ajinkya Rahane', 'Rahul Tripathi', 'Steve Smith', 'Ben Stokes', 'Manoj Tiwary', 'Ms Dhoni', 'Dan Christian', 'Rahul Chahar', 'Imran Tahir', 'Shardul Thakur', 'Jaydev Unadkat']",2.5004972761520903,2.8714633088232913
Hyderabad,2017-04-17,2017,Sunrisers Hyderabad,Kings XI Punjab,"Rajiv Gandhi International Stadium, Uppal",Kings XI Punjab,field,Sunrisers Hyderabad,,AY Dandekar,A Deshmukh,"['David Warner', 'Shikhar Dhawan', 'Moises Henriques', 'Yuvraj Singh', 'Deepak Hooda', 'Mohammad Nabi', 'Naman Ojha', 'Bhuvneshwar Kumar', 'Rashid Khan', 'Barinder Sran', 'Siddarth Kaul']","['Manan Vohra', 'Hashim Amla', 'Glenn Maxwell', 'David Miller', 'Eoin Morgan', 'Wriddhiman Saha', 'Axar Patel', 'Mohit Sharma', 'Sandeep Sharma', 'Ishant Sharma', 'Kc Cariappa']",2.7833790037916324,2.2089381990835895
Delhi,2017-04-17,2017,Delhi Daredevils,Kolkata Knight Riders,Feroz Shah Kotla,Delhi Daredevils,bat,Kolkata Knight Riders,,Nitin Menon,CK Nandan,"['Sam Billings', 'Shreyas Iyer', 'Sanju Samson', 'Karun Nair', 'Rishabh Pant', 'Chris Morris', 'Angelo Mathews', 'Pat Cummins', 'Mohammad Shami', 'Zaheer Khan', 'Amit Mishra']","['Sunil Narine', 'Gautam Gambhir', 'Robin Uthappa', 'Manish Pandey', 'Yusuf Pathan', 'Suryakumar Yadav', 'Colin De Grandhomme', 'Chris Woakes', 'Kuldeep Yadav', 'Umesh Yadav', 'Nathan Coulter-Nile']",2.304142344019689,2.606245994876675
Rajkot,2017-04-18,2017,Gujarat Lions,Royal Challengers Bangalore,Saurashtra Cricket Association Stadium,Gujarat Lions,field,Royal Challengers Bangalore,,S Ravi,VK Sharma,"['Brendon Mccullum', 'Dwayne Smith', 'Suresh Raina', 'Aaron Finch', 'Dinesh Karthik', 'Ishan Kishan', 'Ravindra Jadeja', 'Dhawal Kulkarni', 'Basil Thampi', 'Andrew Tye', 'Shivil Kaushik']","['Chris Gayle', 'Virat Kohli', 'Shane Watson', 'Mandeep Singh', 'Travis Head', 'Kedar Jadhav', 'Stuart Binny', 'Pawan Negi', 'Adam Milne', 'Sreenath Aravind', 'Yuzvendra Chahal']",2.5427760535384785,2.3908360672878937
Hyderabad,2017-04-19,2017,Sunrisers Hyderabad,Delhi Daredevils,"Rajiv Gandhi International Stadium, Uppal",Sunrisers Hyderabad,bat,Sunrisers Hyderabad,,CB Gaffaney,NJ Llong,"['David Warner', 'Shikhar Dhawan', 'Kane Williamson', 'Moises Henriques', 'Yuvraj Singh', 'Deepak Hooda', 'Naman Ojha', 'Bhuvneshwar Kumar', 'Rashid Khan', 'Mohammed Siraj', 'Siddarth Kaul']","['Sam Billings', 'Sanju Samson', 'Shreyas Iyer', 'Karun Nair', 'Rishabh Pant', 'Angelo Mathews', 'Chris Morris', 'Jayant Yadav', 'Pat Cummins', 'Amit Mishra', 'Zaheer Khan']",2.9549597642323486,2.3644428922347087
Indore,2017-04-20,2017,Kings XI Punjab,Mumbai Indians,Holkar Cricket Stadium,Mumbai Indians,field,Mumbai Indians,,M Erasmus,C Shamshuddin,"['Hashim Amla', 'Shaun Marsh', 'Glenn Maxwell', 'Marcus Stoinis', 'Wriddhiman Saha', 'Axar Patel', 'Gurkeerat Mann Singh', 'Swapnil Singh', 'Mohit Sharma', 'Sandeep Sharma', 'Ishant Sharma']","['Parthiv Patel', 'Jos Buttler', 'Nitish Rana', 'Rohit Sharma', 'Kieron Pollard', 'Hardik Pandya', 'Krunal Pandya', 'Harbhajan Singh', 'Mitchell Mcclenaghan', 'Lasith Malinga', 'Jasprit Bumrah']",2.073493159147843,2.809413517057752
Kolkata,2017-04-21,2017,Kolkata Knight Riders,Gujarat Lions,Eden Gardens,Gujarat Lions,field,Gujarat Lions,,CB Gaffaney,Nitin Menon,"['Gautam Gambhir', 'Robin Uthappa', 'Manish Pandey', 'Shakib Al Hasan', 'Yusuf Pathan', 'Suryakumar Yadav', 'Chris Woakes', 'Nathan Coulter-Nile', 'Sunil Narine', 'Umesh Yadav', 'Kuldeep Yadav']","['Brendon Mccullum', 'Dwayne Smith', 'Suresh Raina', 'Aaron Finch', 'Dinesh Karthik', 'Ishan Kishan', 'James Faulkner', 'Ravindra Jadeja', 'Praveen Kumar', 'Dhawal Kulkarni', 'Basil Thampi']",2.5486012375968707,2.5945532391689206
Mumbai,2017-04-22,2017,Mumbai Indians,Delhi Daredevils,Wankhede Stadium,Delhi Daredevils,field,Mumbai Indians,,A Nand Kishore,S Ravi,"['Parthiv Patel', 'Jos Buttler', 'Nitish Rana', 'Rohit Sharma', 'Kieron Pollard', 'Hardik Pandya', 'Krunal Pandya', 'Harbhajan Singh', 'Jasprit Bumrah', 'Mitchell Mcclenaghan', 'Mitchell Johnson']","['Shreyas Iyer', 'Sanju Samson', 'Karun Nair', 'Rishabh Pant', 'Chris Morris', 'Aditya Tare', 'Corey Anderson', 'Pat Cummins', 'Kagiso Rabada', 'Amit Mishra', 'Zaheer Khan']",2.652226286782394,2.3364526116907562
Pune,2017-04-22,2017,Rising Pune Supergiant,Sunrisers Hyderabad,Maharashtra Cricket Association Stadium,Rising Pune Supergiant,field,Rising Pune Supergiant,,AY Dandekar,A Deshmukh,"['Ajinkya Rahane', 'Rahul Tripathi', 'Steve Smith', 'Ben Stokes', 'Manoj Tiwary', 'Ms Dhoni', 'Dan Christian', 'Washington Sundar', 'Imran Tahir', 'Shardul Thakur', 'Jaydev Unadkat']","['David Warner', 'Shikhar Dhawan', 'Kane Williamson', 'Moises Henriques', 'Deepak Hooda', 'Bipul Sharma', 'Naman Ojha', 'Bhuvneshwar Kumar', 'Mohammed Siraj', 'Siddarth Kaul', 'Rashid Khan']",2.9675245832920467,2.736054625593485
Rajkot,2017-04-23,2017,Gujarat Lions,Kings XI Punjab,Saurashtra Cricket Association Stadium,Gujarat Lions,field,Kings XI Punjab,,AK Chaudhary,M Erasmus,"['Aaron Finch', 'Brendon Mccullum', 'Suresh Raina', 'Dinesh Karthik', 'Dwayne Smith', 'Ravindra Jadeja', 'Akshdeep Nath', 'Shubham Agarwal', 'Andrew Tye', 'Basil Thampi', 'Nathu Singh']","['Hashim Amla', 'Manan Vohra', 'Glenn Maxwell', 'Wriddhiman Saha', 'Shaun Marsh', 'Marcus Stoinis', 'Axar Patel', 'Kc Cariappa', 'T Natarajan', 'Mohit Sharma', 'Sandeep Sharma']",2.2971826758286467,2.1190758072845606
Kolkata,2017-04-23,2017,Kolkata Knight Riders,Royal Challengers Bangalore,Eden Gardens,Royal Challengers Bangalore,field,Kolkata Knight Riders,,CB Gaffaney,CK Nandan,"['Gautam Gambhir', 'Robin Uthappa', 'Manish Pandey', 'Yusuf Pathan', 'Suryakumar Yadav', 'Colin De Grandhomme', 'Chris Woakes', 'Nathan Coulter-Nile', 'Sunil Narine', 'Umesh Yadav', 'Kuldeep Yadav']","['Chris Gayle', 'Virat Kohli', 'Ab De Villiers', 'Kedar Jadhav', 'Mandeep Singh', 'Stuart Binny', 'Pawan Negi', 'Tymal Mills', 'Sreenath Aravind', 'Samuel Badree', 'Yuzvendra Chahal']",2.6062459948766756,2.5562542667097947
Mumbai,2017-04-24,2017,Mumbai Indians,Rising Pune Supergiant,Wankhede Stadium,Mumbai Indians,field,Rising Pune Supergiant,,A Nand Kishore,S Ravi,"['Parthiv Patel', 'Jos Buttler', 'Nitish Rana', 'Rohit Sharma', 'Kieron Pollard', 'Hardik Pandya', 'Karn Sharma', 'Harbhajan Singh', 'Jasprit Bumrah', 'Mitchell Mcclenaghan', 'Mitchell Johnson']","['Ajinkya Rahane', 'Rahul Tripathi', 'Steve Smith', 'Ben Stokes', 'Manoj Tiwary', 'Ms Dhoni', 'Dan Christian', 'Washington Sundar', 'Shardul Thakur', 'Jaydev Unadkat', 'Imran Tahir']",2.494703110762052,2.9675245832920467
Pune,2017-04-26,2017,Rising Pune Supergiant,Kolkata Knight Riders,Maharashtra Cricket Association Stadium,Kolkata Knight Riders,field,Kolkata Knight Riders,,AY Dandekar,NJ Llong,"['Ajinkya Rahane', 'Rahul Tripathi', 'Steve Smith', 'Faf Du Plessis', 'Ms Dhoni', 'Manoj Tiwary', 'Dan Christian', 'Washington Sundar', 'Jaydev Unadkat', 'Shardul Thakur', 'Imran Tahir']","['Gautam Gambhir', 'Sunil Narine', 'Robin Uthappa', 'Darren Bravo', 'Manish Pandey', 'Yusuf Pathan', 'Colin De Grandhomme', 'Chris Woakes', 'Piyush Chawla', 'Kuldeep Yadav', 'Umesh Yadav']",2.8324016119176827,2.499209887331569
Bangalore,2017-04-27,2017,Royal Challengers Bangalore,Gujarat Lions,M Chinnaswamy Stadium,Gujarat Lions,field,Gujarat Lions,,AK Chaudhary,C Shamshuddin,"['Chris Gayle', 'Virat Kohli', 'Mandeep Singh', 'Ab De Villiers', 'Travis Head', 'Kedar Jadhav', 'Aniket Choudhary', 'Pawan Negi', 'Samuel Badree', 'Sreenath Aravind', 'Yuzvendra Chahal']","['Brendon Mccullum', 'Aaron Finch', 'Suresh Raina', 'Dinesh Karthik', 'Ishan Kishan', 'Ravindra Jadeja', 'James Faulkner', 'Andrew Tye', 'Basil Thampi', 'Nathu Singh', 'Ankit Soni']",2.608060228309282,2.3119253274973
Chandigarh,2017-04-28,2017,Kings XI Punjab,Sunrisers Hyderabad,"Punjab Cricket Association IS Bindra Stadium, Mohali",Kings XI Punjab,field,Sunrisers Hyderabad,,Nitin Menon,CK Nandan,"['Martin Guptill', 'Manan Vohra', 'Glenn Maxwell', 'Shaun Marsh', 'Eoin Morgan', 'Wriddhiman Saha', 'Axar Patel', 'Mohit Sharma', 'Anureet Singh', 'Ishant Sharma', 'Kc Cariappa']","['David Warner', 'Shikhar Dhawan', 'Kane Williamson', 'Moises Henriques', 'Yuvraj Singh', 'Deepak Hooda', 'Naman Ojha', 'Bhuvneshwar Kumar', 'Ashish Nehra', 'Siddarth Kaul', 'Rashid Khan']",1.9463754777454525,2.968762783392928
Kolkata,2017-04-28,2017,Kolkata Knight Riders,Delhi Daredevils,Eden Gardens,Kolkata Knight Riders,field,Kolkata Knight Riders,,NJ Llong,S Ravi,"['Sunil Narine', 'Gautam Gambhir', 'Robin Uthappa', 'Manish Pandey', 'Yusuf Pathan', 'Sheldon Jackson', 'Colin De Grandhomme', 'Chris Woakes', 'Nathan Coulter-Nile', 'Umesh Yadav', 'Kuldeep Yadav']","['Sanju Samson', 'Shreyas Iyer', 'Karun Nair', 'Rishabh Pant', 'Ankit Bawne', 'Corey Anderson', 'Chris Morris', 'Kagiso Rabada', 'Pat Cummins', 'Amit Mishra', 'Zaheer Khan']",2.477727831704723,2.3144282977355233
Rajkot,2017-04-29,2017,Gujarat Lions,Mumbai Indians,Saurashtra Cricket Association Stadium,Gujarat Lions,bat,Mumbai Indians,,AK Chaudhary,CB Gaffaney,"['Ishan Kishan', 'Brendon Mccullum', 'Suresh Raina', 'Aaron Finch', 'Dinesh Karthik', 'Ravindra Jadeja', 'James Faulkner', 'Irfan Pathan', 'Andrew Tye', 'Basil Thampi', 'Ankit Soni']","['Parthiv Patel', 'Jos Buttler', 'Nitish Rana', 'Rohit Sharma', 'Kieron Pollard', 'Hardik Pandya', 'Krunal Pandya', 'Harbhajan Singh', 'Mitchell Mcclenaghan', 'Lasith Malinga', 'Jasprit Bumrah']",2.367153768091006,2.809413517057752
Pune,2017-04-29,2017,Rising Pune Supergiant,Royal Challengers Bangalore,Maharashtra Cricket Association Stadium,Royal Challengers Bangalore,field,Rising Pune Supergiant,,KN Ananthapadmanabhan,M Erasmus,"['Ajinkya Rahane', 'Rahul Tripathi', 'Steve Smith', 'Ms Dhoni', 'Manoj Tiwary', 'Dan Christian', 'Washington Sundar', 'Lockie Ferguson', 'Jaydev Unadkat', 'Deepak Chahar', 'Imran Tahir']","['Virat Kohli', 'Travis Head', 'Ab De Villiers', 'Kedar Jadhav', 'Sachin Baby', 'Stuart Binny', 'Pawan Negi', 'Adam Milne', 'Samuel Badree', 'Yuzvendra Chahal', 'Sreenath Aravind']",2.60961023965816,2.2609133823912226
Chandigarh,2017-04-30,2017,Kings XI Punjab,Delhi Daredevils,"Punjab Cricket Association IS Bindra Stadium, Mohali",Kings XI Punjab,field,Kings XI Punjab,,YC Barde,CK Nandan,"['Hashim Amla', 'Manan Vohra', 'Shaun Marsh', 'Glenn Maxwell', 'Martin Guptill', 'Wriddhiman Saha', 'Axar Patel', 'Mohit Sharma', 'Varun Aaron', 'Sandeep Sharma', 'T Natarajan']","['Sanju Samson', 'Sam Billings', 'Karun Nair', 'Shreyas Iyer', 'Rishabh Pant', 'Chris Morris', 'Corey Anderson', 'Kagiso Rabada', 'Amit Mishra', 'Mohammad Shami', 'Shahbaz Nadeem']",2.1364276648160407,2.2441712065036326
Hyderabad,2017-04-30,2017,Sunrisers Hyderabad,Kolkata Knight Riders,"Rajiv Gandhi International Stadium, Uppal",Kolkata Knight Riders,field,Sunrisers Hyderabad,,AY Dandekar,S Ravi,"['David Warner', 'Shikhar Dhawan', 'Kane Williamson', 'Moises Henriques', 'Yuvraj Singh', 'Naman Ojha', 'Bipul Sharma', 'Bhuvneshwar Kumar', 'Rashid Khan', 'Siddarth Kaul', 'Mohammed Siraj']","['Sunil Narine', 'Gautam Gambhir', 'Robin Uthappa', 'Manish Pandey', 'Sheldon Jackson', 'Yusuf Pathan', 'Colin De Grandhomme', 'Nathan Coulter-Nile', 'Chris Woakes', 'Kuldeep Yadav', 'Umesh Yadav']",2.8511617855724958,2.477727831704723
Pune,2017-05-01,2017,Rising Pune Supergiant,Gujarat Lions,Maharashtra Cricket Association Stadium,Rising Pune Supergiant,field,Rising Pune Supergiant,,M Erasmus,C Shamshuddin,"['Ajinkya Rahane', 'Rahul Tripathi', 'Steve Smith', 'Manoj Tiwary', 'Ms Dhoni', 'Ben Stokes', 'Dan Christian', 'Washington Sundar', 'Jaydev Unadkat', 'Shardul Thakur', 'Imran Tahir']","['Ishan Kishan', 'Brendon Mccullum', 'Suresh Raina', 'Aaron Finch', 'Dwayne Smith', 'Dinesh Karthik', 'James Faulkner', 'Ravindra Jadeja', 'Ankit Soni', 'Basil Thampi', 'Pradeep Sangwan']",2.9675245832920463,2.407664946361125
Mumbai,2017-05-01,2017,Mumbai Indians,Royal Challengers Bangalore,Wankhede Stadium,Royal Challengers Bangalore,bat,Mumbai Indians,,AK Chaudhary,CB Gaffaney,"['Parthiv Patel', 'Jos Buttler', 'Nitish Rana', 'Rohit Sharma', 'Kieron Pollard', 'Krunal Pandya', 'Hardik Pandya', 'Karn Sharma', 'Mitchell Mcclenaghan', 'Jasprit Bumrah', 'Lasith Malinga']","['Travis Head', 'Virat Kohli', 'Ab De Villiers', 'Shane Watson', 'Kedar Jadhav', 'Mandeep Singh', 'Pawan Negi', 'Adam Milne', 'Aniket Choudhary', 'Sreenath Aravind', 'Yuzvendra Chahal']",2.7166039436706786,2.491868069398344
Delhi,2017-05-02,2017,Delhi Daredevils,Sunrisers Hyderabad,Feroz Shah Kotla,Delhi Daredevils,field,Delhi Daredevils,,YC Barde,Nitin Menon,"['Sanju Samson', 'Shreyas Iyer', 'Karun Nair', 'Angelo Mathews', 'Rishabh Pant', 'Chris Morris', 'Corey Anderson', 'Jayant Yadav', 'Kagiso Rabada', 'Amit Mishra', 'Mohammad Shami']","['David Warner', 'Shikhar Dhawan', 'Kane Williamson', 'Moises Henriques', 'Yuvraj Singh', 'Deepak Hooda', 'Naman Ojha', 'Bhuvneshwar Kumar', 'Rashid Khan', 'Siddarth Kaul', 'Mohammed Siraj']",2.244863162243135,2.9549597642323486
Kolkata,2017-05-03,2017,Kolkata Knight Riders,Rising Pune Supergiant,Eden Gardens,Rising Pune Supergiant,field,Rising Pune Supergiant,,KN Ananthapadmanabhan,A Nand Kishore,"['Sunil Narine', 'Gautam Gambhir', 'Manish Pandey', 'Yusuf Pathan', 'Suryakumar Yadav', 'Sheldon Jackson', 'Colin De Grandhomme', 'Chris Woakes', 'Nathan Coulter-Nile', 'Umesh Yadav', 'Kuldeep Yadav']","['Rahul Tripathi', 'Ajinkya Rahane', 'Steve Smith', 'Ben Stokes', 'Manoj Tiwary', 'Ms Dhoni', 'Dan Christian', 'Washington Sundar', 'Shardul Thakur', 'Jaydev Unadkat', 'Imran Tahir']",2.2522661043325565,2.9675245832920467
Delhi,2017-05-04,2017,Delhi Daredevils,Gujarat Lions,Feroz Shah Kotla,Delhi Daredevils,field,Delhi Daredevils,,M Erasmus,Nitin Menon,"['Sanju Samson', 'Karun Nair', 'Rishabh Pant', 'Shreyas Iyer', 'Marlon Samuels', 'Corey Anderson', 'Pat Cummins', 'Kagiso Rabada', 'Shahbaz Nadeem', 'Amit Mishra', 'Mohammad Shami']","['Ishan Kishan', 'Brendon Mccullum', 'Suresh Raina', 'Aaron Finch', 'Dwayne Smith', 'Dinesh Karthik', 'Ravindra Jadeja', 'James Faulkner', 'Pradeep Sangwan', 'Basil Thampi', 'Ankit Soni']",2.0584359669671097,2.407664946361125
Bangalore,2017-05-05,2017,Royal Challengers Bangalore,Kings XI Punjab,M Chinnaswamy Stadium,Royal Challengers Bangalore,field,Kings XI Punjab,,CB Gaffaney,C Shamshuddin,"['Virat Kohli', 'Chris Gayle', 'Ab De Villiers', 'Mandeep Singh', 'Shane Watson', 'Kedar Jadhav', 'Pawan Negi', 'Samuel Badree', 'Aniket Choudhary', 'Sreenath Aravind', 'Yuzvendra Chahal']","['Martin Guptill', 'Hashim Amla', 'Manan Vohra', 'Shaun Marsh', 'Glenn Maxwell', 'Wriddhiman Saha', 'Axar Patel', 'Mohit Sharma', 'Varun Aaron', 'Sandeep Sharma', 'T Natarajan']",2.736469237808942,2.1364276648160407
Delhi,2017-05-06,2017,Delhi Daredevils,Mumbai Indians,Feroz Shah Kotla,Delhi Daredevils,field,Mumbai Indians,,Nitin Menon,CK Nandan,"['Sanju Samson', 'Karun Nair', 'Rishabh Pant', 'Shreyas Iyer', 'Marlon Samuels', 'Corey Anderson', 'Pat Cummins', 'Kagiso Rabada', 'Zaheer Khan', 'Amit Mishra', 'Mohammad Shami']","['Parthiv Patel', 'Lendl Simmons', 'Nitish Rana', 'Rohit Sharma', 'Kieron Pollard', 'Hardik Pandya', 'Karn Sharma', 'Harbhajan Singh', 'Mitchell Mcclenaghan', 'Jasprit Bumrah', 'Lasith Malinga']",2.1300887812678657,2.5113701658798147
Hyderabad,2017-05-06,2017,Sunrisers Hyderabad,Rising Pune Supergiant,"Rajiv Gandhi International Stadium, Uppal",Sunrisers Hyderabad,field,Rising Pune Supergiant,,KN Ananthapadmanabhan,AK Chaudhary,"['David Warner', 'Shikhar Dhawan', 'Kane Williamson', 'Yuvraj Singh', 'Moises Henriques', 'Naman Ojha', 'Bipul Sharma', 'Bhuvneshwar Kumar', 'Rashid Khan', 'Siddarth Kaul', 'Ashish Nehra']","['Ajinkya Rahane', 'Rahul Tripathi', 'Steve Smith', 'Manoj Tiwary', 'Ben Stokes', 'Ms Dhoni', 'Dan Christian', 'Washington Sundar', 'Shardul Thakur', 'Imran Tahir', 'Jaydev Unadkat']",2.8649648047330754,2.9675245832920463
Chandigarh,2017-05-07,2017,Kings XI Punjab,Gujarat Lions,"Punjab Cricket Association IS Bindra Stadium, Mohali",Gujarat Lions,field,Gujarat Lions,,A Nand Kishore,VK Sharma,"['Hashim Amla', 'Martin Guptill', 'Shaun Marsh', 'Glenn Maxwell', 'Wriddhiman Saha', 'Gurkeerat Mann Singh', 'Axar Patel', 'Mohit Sharma', 'Sandeep Sharma', 'Varun Aaron', 'T Natarajan']","['Dwayne Smith', 'Ishan Kishan', 'Suresh Raina', 'Dinesh Karthik', 'Aaron Finch', 'Ravindra Jadeja', 'James Faulkner', 'Dhawal Kulkarni', 'Pradeep Sangwan', 'Basil Thampi', 'Ankit Soni']",2.049229832780605,2.1827395633579867
Bangalore,2017-05-07,2017,Royal Challengers Bangalore,Kolkata Knight Riders,M Chinnaswamy Stadium,Kolkata Knight Riders,field,Kolkata Knight Riders,,AY Dandekar,C Shamshuddin,"['Virat Kohli', 'Chris Gayle', 'Ab De Villiers', 'Mandeep Singh', 'Travis Head', 'Kedar Jadhav', 'Pawan Negi', 'Samuel Badree', 'Sreenath Aravind', 'Yuzvendra Chahal', 'Aniket Choudhary']","['Gautam Gambhir', 'Chris Lynn', 'Manish Pandey', 'Yusuf Pathan', 'Sheldon Jackson', 'Chris Woakes', 'Colin De Grandhomme', 'Sunil Narine', 'Piyush Chawla', 'Ankit Rajpoot', 'Umesh Yadav']",2.608060228309282,2.2090157232815097
Hyderabad,2017-05-08,2017,Sunrisers Hyderabad,Mumbai Indians,"Rajiv Gandhi International Stadium, Uppal",Mumbai Indians,bat,Sunrisers Hyderabad,,KN Ananthapadmanabhan,M Erasmus,"['David Warner', 'Shikhar Dhawan', 'Moises Henriques', 'Yuvraj Singh', 'Mohammad Nabi', 'Vijay Shankar', 'Naman Ojha', 'Bhuvneshwar Kumar', 'Rashid Khan', 'Siddarth Kaul', 'Mohammed Siraj']","['Parthiv Patel', 'Lendl Simmons', 'Nitish Rana', 'Rohit Sharma', 'Kieron Pollard', 'Hardik Pandya', 'Karn Sharma', 'Harbhajan Singh', 'Mitchell Mcclenaghan', 'Jasprit Bumrah', 'Lasith Malinga']",2.8175566759531048,2.5113701658798147
Chandigarh,2017-05-09,2017,Kings XI Punjab,Kolkata Knight Riders,"Punjab Cricket Association IS Bindra Stadium, Mohali",Kolkata Knight Riders,field,Kings XI Punjab,,A Nand Kishore,S Ravi,"['Manan Vohra', 'Martin Guptill', 'Shaun Marsh', 'Glenn Maxwell', 'Wriddhiman Saha', 'Axar Patel', 'Rahul Tewatia', 'Matt Henry', 'Mohit Sharma', 'Sandeep Sharma', 'Swapnil Singh']","['Chris Lynn', 'Sunil Narine', 'Gautam Gambhir', 'Robin Uthappa', 'Manish Pandey', 'Yusuf Pathan', 'Colin De Grandhomme', 'Chris Woakes', 'Umesh Yadav', 'Kuldeep Yadav', 'Ankit Rajpoot']",1.9534047217720527,2.4818450986954175
Kanpur,2017-05-10,2017,Gujarat Lions,Delhi Daredevils,Green Park,Delhi Daredevils,field,Delhi Daredevils,,YC Barde,AK Chaudhary,"['Dwayne Smith', 'Ishan Kishan', 'Suresh Raina', 'Dinesh Karthik', 'Aaron Finch', 'Ravindra Jadeja', 'Dhawal Kulkarni', 'James Faulkner', 'Pradeep Sangwan', 'Basil Thampi', 'Ankit Soni']","['Sanju Samson', 'Karun Nair', 'Shreyas Iyer', 'Rishabh Pant', 'Corey Anderson', 'Marlon Samuels', 'Carlos Brathwaite', 'Pat Cummins', 'Amit Mishra', 'Mohammad Shami', 'Zaheer Khan']",2.1827395633579867,2.1413216789111282
Mumbai,2017-05-11,2017,Mumbai Indians,Kings XI Punjab,Wankhede Stadium,Mumbai Indians,field,Kings XI Punjab,,A Deshmukh,A Nand Kishore,"['Parthiv Patel', 'Lendl Simmons', 'Nitish Rana', 'Rohit Sharma', 'Hardik Pandya', 'Kieron Pollard', 'Karn Sharma', 'Harbhajan Singh', 'Mitchell Mcclenaghan', 'Jasprit Bumrah', 'Lasith Malinga']","['Manan Vohra', 'Martin Guptill', 'Shaun Marsh', 'Glenn Maxwell', 'Wriddhiman Saha', 'Axar Patel', 'Rahul Tewatia', 'Matt Henry', 'Ishant Sharma', 'Sandeep Sharma', 'Mohit Sharma']",2.5113701658798147,2.0493117058362236
